Gene1,Gene2,Resource
3439,4227,kinase
1108,1108,literature
5037,5052,binary;literature;signaling
1692,5142,literature;signaling
1842,4527,complexes;literature
49,1031,literature
4145,4248,literature
561,4735,binary;literature;signaling
2359,5393,literature
1780,4987,literature;signaling
2801,4121,literature
1058,3910,complexes
3283,3803,literature;signaling
3788,5426,literature
605,3038,literature
1395,1881,literature;signaling
1296,3627,literature
2054,2302,binary
1454,5055,metabolic
4295,4295,literature
3957,5142,literature;signaling
1069,2356,metabolic
3811,4237,complexes
1974,3787,complexes
1128,1128,binary;literature;kinase
1194,1830,literature
64,933,literature;signaling
1612,1612,literature
4735,5157,binary;literature;signaling
2692,4403,literature
259,5557,literature;signaling
3801,3811,complexes;literature
2469,3466,literature
1557,1972,regulatory
4908,4908,binary
3721,5180,complexes
2341,2520,literature;signaling
772,5133,signaling
391,3453,literature;signaling
1780,5044,literature;signaling
2358,2403,literature;signaling
1947,4716,literature
2353,5259,literature;signaling
2172,3759,signaling
1573,1796,metabolic
4363,4810,literature
3067,4847,signaling
2527,3877,literature;signaling
598,756,literature;signaling
2088,4436,regulatory
3399,3428,literature;signaling
2347,3790,complexes
1268,1268,literature
194,4766,literature
1365,1916,literature;signaling
1976,4803,complexes
977,3811,literature
851,3147,literature
3150,4324,complexes
1948,3067,literature
4395,4669,metabolic
1780,3182,literature
2295,4121,literature;signaling
2475,2771,literature
5289,5495,literature
3283,3435,literature;signaling
1977,2029,literature
4078,4078,literature
284,1612,metabolic
553,4433,metabolic
1115,3366,kinase
722,3174,metabolic
1298,2766,literature;signaling
3040,5418,literature
581,1404,literature
1174,5131,literature;signaling
3369,3418,kinase
4455,4490,binary;literature;signaling
4308,4321,literature
1243,4367,literature;signaling
984,2510,literature
329,5506,complexes
95,907,literature;signaling
2357,3661,metabolic
462,2964,binary;literature;signaling
360,2371,complexes;literature
1943,3119,metabolic
1014,2570,kinase
335,335,literature
3692,4102,literature;signaling
4110,5026,literature;signaling
681,2428,literature;signaling
4176,4191,literature
3273,5090,literature;signaling
3058,4110,literature;signaling
547,3727,kinase
123,547,literature
158,1015,literature;signaling
1316,2073,metabolic
60,3223,kinase
1030,2425,literature;signaling
1485,4325,binary;literature;signaling
1529,5064,binary
1410,2204,literature
799,2697,complexes
166,252,complexes;literature
1939,3435,literature;signaling
2650,2667,complexes
233,1162,literature;signaling
461,4135,metabolic
578,4351,literature;signaling
3785,5238,binary;literature;signaling
2560,4145,complexes;literature;signaling
376,2120,literature
97,4100,complexes;literature
522,2027,binary;literature;signaling
1015,3830,literature;signaling
2416,3631,literature;signaling
214,2967,metabolic
3657,4192,literature;signaling
311,4153,binary;literature
2659,4078,literature
2881,4005,binary
4890,5546,complexes
2998,4082,complexes
189,3931,complexes
285,1177,literature;signaling
842,1149,literature;signaling
172,4673,literature
1782,1782,literature
1236,5316,literature
1634,2063,metabolic
473,5353,literature;signaling
2513,2884,regulatory;literature;signaling
792,5315,kinase
2600,5188,literature
2433,4437,literature;signaling
4007,5306,literature;signaling
3,1214,kinase
2692,4796,literature;signaling
1,2734,metabolic
1008,2405,complexes;literature
3292,3297,literature
1804,3059,literature;signaling
3234,5426,binary
3434,4885,literature;signaling;kinase
921,1375,metabolic
2735,3830,binary;literature;signaling
542,3801,literature
1592,2802,literature
4343,4559,literature;signaling
4107,4948,metabolic
1141,3239,literature
2525,2865,literature
82,3067,literature;signaling
1780,5249,binary;literature
1309,5554,complexes;literature
1582,2420,literature;signaling
1830,4994,literature
3444,4325,literature;signaling;kinase
948,3048,binary;literature;signaling
1140,3064,binary
4355,4966,literature
2222,2632,regulatory;literature;signaling
2745,3332,literature;signaling
4405,5084,literature
130,5353,binary;literature;signaling
926,2518,literature
1573,3229,metabolic
4305,4327,literature
1634,4107,metabolic
1194,5254,complexes
681,4921,binary;literature
375,375,binary;literature
655,1202,literature;signaling
1211,4250,literature
2423,3567,literature;signaling
1810,1833,kinase
787,3153,complexes
310,3839,binary;literature;signaling
954,3434,binary;literature;signaling;kinase
3721,4917,literature;signaling
2358,2358,literature
955,1345,literature;signaling
862,2787,literature
1852,2957,metabolic
977,3788,literature
1255,2618,literature
2765,3811,literature
2049,2128,literature;signaling
2822,5047,literature;signaling
4494,4494,literature;kinase
60,3721,complexes;literature;binary
2183,2602,literature;signaling
1113,3000,kinase
439,448,literature;signaling
933,1064,literature;signaling
3537,4378,literature;signaling
4864,5197,literature;signaling
854,1802,literature;signaling
1992,2127,literature;signaling
83,5059,binary;literature;signaling
3146,4324,complexes
2410,4309,signaling
1681,4786,complexes
2418,4620,literature
1595,4688,literature
2214,3257,literature
3304,3789,literature
2934,3365,kinase
504,504,binary
393,924,literature
1211,2037,literature
2701,2701,binary;literature;kinase
2029,3369,kinase
3764,4085,binary
1345,3752,literature;signaling
1622,5254,complexes
1029,3722,literature
2353,2416,complexes;literature
2662,2664,complexes
2202,5053,literature;signaling
1325,4606,complexes
5418,5426,literature
647,4145,literature;signaling;kinase
2521,4792,literature;signaling
4076,4449,complexes
596,1780,literature;signaling
1690,4500,literature;signaling
2026,4412,binary;literature
3846,4091,literature
4562,4990,literature
1714,5499,complexes;literature
647,2162,literature;signaling;kinase
936,5092,binary
3689,5547,literature
1298,2222,regulatory;literature
3039,5552,literature
3746,3788,literature
581,4455,binary;literature;signaling
171,2903,binary
2305,2305,binary
1325,5503,complexes;literature
2231,2850,complexes
1222,5297,binary;literature
3124,5238,binary;literature;signaling
4346,5071,binary
1126,5055,metabolic
532,1988,literature
2851,3658,binary;literature
1796,1900,metabolic
227,1688,literature
2176,5059,literature;signaling;kinase
1090,1549,regulatory
4806,5384,complexes;literature
3487,4809,literature;signaling
112,1612,metabolic
5324,5419,binary
3006,3452,literature;signaling
1194,1780,binary;literature
1037,1725,binary;literature;signaling
1974,3365,kinase
3069,3866,literature
2666,2667,complexes
1239,2796,literature;signaling;kinase
1830,2978,complexes
1947,3504,literature
1014,1695,kinase
692,693,literature;signaling
2148,2150,complexes;literature;signaling
888,4888,binary;literature;signaling
2808,3743,binary;literature;signaling
3743,3858,binary;literature;signaling
1780,1979,binary;literature
2308,2772,literature;signaling
1291,4405,literature
5,1000,binary;literature;signaling
393,5207,binary;literature;signaling;kinase
2453,4822,literature;signaling
1253,5324,binary
2697,4401,complexes
168,4937,literature
1029,1037,literature
794,1830,literature
3319,5474,literature
5147,5250,literature
252,3166,literature
2172,2690,signaling
2466,3439,kinase
2032,3038,literature
1303,4343,binary
4640,4906,metabolic
2157,2157,literature
838,2229,literature;signaling
297,4080,literature
154,1975,complexes
2234,3634,literature;signaling
3734,5408,literature;signaling
2294,5066,binary
3480,4259,literature
14,5285,literature;signaling
3319,4094,literature;signaling
4120,4244,regulatory
4264,5364,literature;signaling
2198,4838,literature;signaling
3252,4145,binary;literature
1325,1685,complexes
3138,3397,literature
2600,3730,literature;signaling
1172,3033,metabolic
4750,4750,literature;kinase
1975,2719,literature
977,1975,literature
2285,2289,literature
4164,4164,literature
2449,4120,regulatory
4142,4601,kinase
1237,1434,binary;literature;signaling
787,3794,literature
3814,3815,complexes
1780,3017,binary;literature
3948,3950,complexes;literature
2180,2505,regulatory
1711,2039,literature;signaling
2978,4597,binary;literature;signaling
4825,5129,literature
1782,4912,binary;literature;signaling
60,3243,literature;signaling
197,3536,literature
3483,3802,signaling
2704,5031,literature
948,3053,literature;signaling
4086,4965,binary;literature;signaling
2290,4713,literature
3282,3282,literature
3931,3935,complexes
95,3255,binary;literature
83,4698,binary
3434,3755,literature;signaling;kinase
4447,4660,literature
3922,3922,binary;literature
777,1523,literature;signaling
2998,4078,complexes
3681,3821,literature
164,5253,complexes
2012,3100,literature;signaling
2612,4161,literature
861,3692,literature
1006,2188,complexes;literature;signaling;kinase
135,4786,complexes
3305,3306,literature
513,1298,literature;signaling
1226,4205,literature;signaling
598,1245,binary;literature
2445,4184,metabolic
583,2688,literature;signaling
2109,4225,regulatory
981,1414,literature
1851,2945,metabolic
1810,4413,literature
977,4730,complexes;literature
1852,2967,metabolic
198,5505,literature
2353,5365,literature;signaling;kinase
1148,4822,literature
2596,3435,kinase
3959,4918,binary
2703,5344,literature
2488,3814,literature
933,1935,literature
3621,3962,literature;signaling
2449,4802,metabolic
38,4171,kinase
926,1830,complexes
85,5176,binary;literature;signaling
4106,5510,literature
2267,4452,literature
2525,2878,literature
83,2305,binary
4282,5446,literature;signaling
158,3439,kinase
158,2142,regulatory
2006,5096,literature
123,282,literature
756,1001,binary;literature
3428,4684,literature
2037,3698,regulatory
1005,1841,complexes
3705,4328,literature
502,4305,literature
4972,4972,kinase
359,4424,metabolic
240,2024,literature
3793,3807,complexes
61,5283,binary;literature;signaling
492,2654,complexes
1880,3504,literature
2393,4662,literature
1036,3068,binary;literature;signaling
926,4091,literature
935,2684,literature
1248,3681,literature;signaling
4203,4204,complexes
2037,5557,regulatory
47,3811,literature
3434,3689,literature;signaling
808,3073,literature;signaling
3788,3816,complexes
298,3365,literature;signaling
2936,2936,literature
1571,5418,literature
645,4325,literature;signaling;kinase
3030,4450,literature
2080,4342,literature
3231,4024,binary;literature;signaling
1903,4091,literature
3050,3086,literature
2899,3435,signaling
1057,3178,literature;kinase
115,4142,kinase
290,4614,literature
2827,5133,literature
926,3791,complexes;literature
133,2474,literature
1011,4485,literature;signaling
3812,5205,binary;literature
1089,2188,binary;literature;signaling
936,4340,binary
3081,4750,kinase
271,1008,complexes
4480,5426,literature
4750,5110,literature;signaling
1644,2653,metabolic
1592,3789,literature
904,1688,literature;signaling
1571,3801,literature
4513,4951,binary
2997,3439,literature;signaling
3237,3239,literature
3789,5426,literature
85,4223,binary
2000,2845,literature;signaling
3484,3484,literature
739,810,literature
1458,1458,literature
1024,3435,literature
933,3423,kinase
285,3180,binary
1345,3369,kinase
3656,3659,signaling
2356,5358,metabolic
669,981,literature;signaling
699,4343,binary
1915,2222,literature;signaling
1713,5102,literature;signaling
1820,4307,literature
981,1990,literature;signaling
1130,4120,regulatory
3197,5447,literature;signaling
1410,1806,literature;signaling
1025,5112,metabolic
1881,3504,literature
64,64,binary;kinase
1723,2470,literature
2777,5358,metabolic
1404,4136,literature
1832,4343,binary
2427,3567,regulatory
1266,1266,literature;kinase
2353,5147,literature;signaling
2696,2696,literature
394,3962,literature
2037,2300,literature
4225,4424,regulatory
2881,4231,binary
781,2528,literature;signaling
70,854,kinase
2719,3096,literature;signaling
399,3919,binary
707,2111,binary
173,2002,literature
3077,4938,literature
2766,4463,literature;signaling
2580,3065,literature
3515,3801,literature
2027,3689,literature;signaling
1916,4110,binary;literature;signaling
2518,2560,complexes;literature
204,4403,literature
2505,5519,literature
3730,4548,literature
181,1174,complexes;literature
1192,2112,complexes;literature;signaling
3733,4085,literature
1482,3789,literature
1055,1614,literature
2881,4404,binary;literature
3694,5479,literature
439,3399,literature;signaling;kinase
4887,4887,binary;literature
1362,1967,literature
1029,1313,literature
2353,3445,kinase
86,94,complexes;literature
3764,4871,binary
2562,2563,literature
2676,3617,signaling
5129,5129,literature
1068,1434,binary;literature;signaling
710,4198,signaling
2426,2884,literature;signaling
2191,3572,complexes
581,981,literature
1268,5252,literature
1326,4100,complexes;literature
60,1318,kinase
1946,3498,binary;literature;signaling
272,4921,literature;signaling
637,3463,literature;signaling
4210,4210,binary
2746,2763,literature
1194,4587,complexes
2617,3788,literature
2470,2693,literature;signaling
757,2399,literature;signaling
4322,5344,literature
598,3457,binary;literature
169,2596,literature;signaling
2683,5353,binary;literature;signaling
3798,4383,complexes
2262,5564,literature
848,1930,literature;signaling
1780,2817,binary;literature
2123,2426,literature
813,4032,literature;signaling
2970,4077,complexes
42,4806,complexes;literature
4679,4679,binary
683,1707,literature;signaling
1939,4447,literature
3639,4374,literature;signaling
1974,4548,complexes;literature
